Year,Code,Destination,Gender,AgeGroup,InternationalMigrantStocks,TotalPopulation,IMSPercentageofTotalPop
2019,887,Yemen,bothsexes,0_4,45432,4098709,1.1%
2019,398,Kazakhstan,bothsexes,0_4,43426,1947722,2.2%
2019,417,Kyrgyzstan,bothsexes,0_4,1466,772574,0.2%
2019,762,Tajikistan,bothsexes,0_4,2679,1346840,0.2%
2019,795,Turkmenistan,bothsexes,0_4,2803,675611,0.4%
2019,860,Uzbekistan,bothsexes,0_4,16121,3434631,0.5%
2019,4,Afghanistan,bothsexes,0_4,19045,5638782,0.3%
2019,50,Bangladesh,bothsexes,0_4,204987,14418745,1.4%
2019,64,Bhutan,bothsexes,0_4,733,63561,1.2%
2019,356,India,bothsexes,0_4,62585,116781811,0.1%
2019,364,Iran (Islamic Republic of),bothsexes,0_4,105435,7582783,1.4%
2019,462,Maldives,bothsexes,0_4,835,36532,2.3%
2019,524,Nepal,bothsexes,0_4,4738,2707524,0.2%
2019,586,Pakistan,bothsexes,0_4,31191,27668070,0.1%
2019,144,Sri Lanka,bothsexes,0_4,3636,1677484,0.2%
2019,156,China,bothsexes,0_4,64031,86064230,0.1%
2019,344,"China, Hong Kong SAR",bothsexes,0_4,28665,345330,8.3%
2019,446,"China, Macao SAR",bothsexes,0_4,5021,35615,14.1%
2019,408,Dem. People's Republic of Korea,bothsexes,0_4,1347,1743454,0.1%
2019,392,Japan,bothsexes,0_4,86674,4905574,1.8%
2019,496,Mongolia,bothsexes,0_4,773,378629,0.2%
2019,410,Republic of Korea,bothsexes,0_4,17699,1969500,0.9%
2019,96,Brunei Darussalam,bothsexes,0_4,2736,32650,8.4%
2019,116,Cambodia,bothsexes,0_4,1054,1780445,0.1%
2019,360,Indonesia,bothsexes,0_4,12964,23939759,0.1%
2019,418,Lao People's Democratic Republic,bothsexes,0_4,1937,794311,0.2%
2019,458,Malaysia,bothsexes,0_4,142773,2620281,5.4%
2019,104,Myanmar,bothsexes,0_4,3560,4511004,0.1%
2019,608,Philippines,bothsexes,0_4,21399,10775467,0.2%
2019,702,Singapore,bothsexes,0_4,45640,249959,18.3%
2019,764,Thailand,bothsexes,0_4,147154,3647926,4.0%
2019,626,Timor-Leste,bothsexes,0_4,485,174072,0.3%
2019,704,Viet Nam,bothsexes,0_4,3088,7890950,0.0%
2019,28,Antigua and Barbuda,bothsexes,0_4,241,7380,3.3%
2019,533,Aruba,bothsexes,0_4,658,5926,11.1%
2019,44,Bahamas,bothsexes,0_4,1523,26659,5.7%
2019,52,Barbados,bothsexes,0_4,631,15122,4.2%
2019,192,Cuba,bothsexes,0_4,145,587421,0.0%
2019,531,Curaçao,bothsexes,0_4,626,9244,6.8%
2019,214,Dominican Republic,bothsexes,0_4,14524,1006544,1.4%
2019,308,Grenada,bothsexes,0_4,66,9064,0.7%
2019,312,Guadeloupe,bothsexes,0_4,2775,26722,10.4%
2019,332,Haiti,bothsexes,0_4,1968,1265895,0.2%
2019,388,Jamaica,bothsexes,0_4,2126,233254,0.9%
2019,474,Martinique,bothsexes,0_4,2095,18005,11.6%
2019,630,Puerto Rico,bothsexes,0_4,3828,94128,4.1%
2019,662,Saint Lucia,bothsexes,0_4,605,10931,5.5%
2019,670,Saint Vincent and the Grenadines,bothsexes,0_4,419,7822,5.4%
2019,780,Trinidad and Tobago,bothsexes,0_4,2886,90291,3.2%
2019,850,United States Virgin Islands,bothsexes,0_4,1101,6134,17.9%
2019,84,Belize,bothsexes,0_4,989,39323,2.5%
2019,188,Costa Rica,bothsexes,0_4,4448,351168,1.3%
2019,222,El Salvador,bothsexes,0_4,2132,577571,0.4%
2019,320,Guatemala,bothsexes,0_4,3450,2055786,0.2%
2019,340,Honduras,bothsexes,0_4,3245,1010873,0.3%
2019,484,Mexico,bothsexes,0_4,139614,11040971,1.3%
2019,558,Nicaragua,bothsexes,0_4,1862,661063,0.3%
2019,591,Panama,bothsexes,0_4,2480,389067,0.6%
2019,32,Argentina,bothsexes,0_4,43661,3741888,1.2%
2019,68,Bolivia (Plurinational State of),bothsexes,0_4,18051,1187091,1.5%
2019,76,Brazil,bothsexes,0_4,16692,14571960,0.1%
2019,152,Chile,bothsexes,0_4,33665,1182967,2.8%
2019,170,Colombia,bothsexes,0_4,105361,3730197,2.8%
2019,218,Ecuador,bothsexes,0_4,23951,1662472,1.4%
2019,254,French Guiana,bothsexes,0_4,2742,34625,7.9%
2019,328,Guyana,bothsexes,0_4,321,74579,0.4%
2019,600,Paraguay,bothsexes,0_4,5972,697949,0.9%
2019,604,Peru,bothsexes,0_4,35739,2810091,1.3%
2019,740,Suriname,bothsexes,0_4,4274,52453,8.1%
2019,858,Uruguay,bothsexes,0_4,4882,237813,2.1%
2019,862,Venezuela (Bolivarian Republic of),bothsexes,0_4,50727,2419176,2.1%
2019,36,Australia,bothsexes,0_4,89727,1654865,5.4%
2019,554,New Zealand,bothsexes,0_4,10489,301436,3.5%
2019,242,Fiji,bothsexes,0_4,889,90074,1.0%
2019,540,New Caledonia,bothsexes,0_4,835,20042,4.2%
2019,598,Papua New Guinea,bothsexes,0_4,3651,1095603,0.3%
2019,90,Solomon Islands,bothsexes,0_4,138,101949,0.1%
2019,548,Vanuatu,bothsexes,0_4,264,41363,0.6%
2019,316,Guam,bothsexes,0_4,1825,13561,13.5%
2019,296,Kiribati,bothsexes,0_4,189,14959,1.3%
2019,583,Micronesia (Fed. States of),bothsexes,0_4,167,12170,1.4%
2019,258,French Polynesia,bothsexes,0_4,608,19871,3.1%
2019,882,Samoa,bothsexes,0_4,487,27497,1.8%
2019,776,Tonga,bothsexes,0_4,353,12240,2.9%
2019,112,Belarus,bothsexes,0_4,7967,556400,1.4%
2019,100,Bulgaria,bothsexes,0_4,25767,314546,8.2%
2019,203,Czechia,bothsexes,0_4,3596,555584,0.6%
2019,348,Hungary,bothsexes,0_4,19044,457138,4.2%
2019,616,Poland,bothsexes,0_4,27099,1878805,1.4%
2019,498,Republic of Moldova,bothsexes,0_4,5984,206428,2.9%
2019,642,Romania,bothsexes,0_4,103353,940210,11.0%
2019,643,Russian Federation,bothsexes,0_4,105008,9400137,1.1%
2019,703,Slovakia,bothsexes,0_4,8276,283880,2.9%
2019,804,Ukraine,bothsexes,0_4,24949,2183943,1.1%
2019,830,Channel Islands,bothsexes,0_4,1187,8716,13.6%
2019,208,Denmark,bothsexes,0_4,10375,302354,3.4%
2019,233,Estonia,bothsexes,0_4,1400,69037,2.0%
2019,246,Finland,bothsexes,0_4,6964,271068,2.6%
2019,352,Iceland,bothsexes,0_4,1333,20713,6.4%
2019,372,Ireland,bothsexes,0_4,14120,321521,4.4%
2019,428,Latvia,bothsexes,0_4,1832,112516,1.6%
2019,440,Lithuania,bothsexes,0_4,6172,147187,4.2%
2019,578,Norway,bothsexes,0_4,12202,301197,4.1%
2019,752,Sweden,bothsexes,0_4,25496,597668,4.3%
2019,826,United Kingdom,bothsexes,0_4,143576,3951056,3.6%
2019,8,Albania,bothsexes,0_4,9146,169051,5.4%
2019,70,Bosnia and Herzegovina,bothsexes,0_4,1497,137597,1.1%
2019,191,Croatia,bothsexes,0_4,1793,186913,1.0%
2019,300,Greece,bothsexes,0_4,9594,419667,2.3%
2019,380,Italy,bothsexes,0_4,37036,2382555,1.6%
2019,470,Malta,bothsexes,0_4,1261,21657,5.8%
2019,499,Montenegro,bothsexes,0_4,672,36873,1.8%
2019,807,North Macedonia,bothsexes,0_4,5876,113664,5.2%
2019,620,Portugal,bothsexes,0_4,7249,406298,1.8%
2019,688,Serbia,bothsexes,0_4,4794,421906,1.1%
2019,705,Slovenia,bothsexes,0_4,2188,102882,2.1%
2019,724,Spain,bothsexes,0_4,37214,2016208,1.8%
2019,40,Austria,bothsexes,0_4,19396,442321,4.4%
2019,56,Belgium,bothsexes,0_4,25216,635943,4.0%
2019,250,France,bothsexes,0_4,95772,3669257,2.6%
2019,276,Germany,bothsexes,0_4,100237,3987424,2.5%
2019,442,Luxembourg,bothsexes,0_4,3772,33087,11.4%
2019,528,Netherlands,bothsexes,0_4,22201,863311,2.6%
2019,756,Switzerland,bothsexes,0_4,20782,448924,4.6%
2019,124,Canada,bothsexes,0_4,77420,1979864,3.9%
2019,840,United States of America,bothsexes,0_4,479490,19604087,2.4%
1990,108,Burundi,bothsexes,5_9,23463,851908,2.8%
1990,174,Comoros,bothsexes,5_9,844,62963,1.3%
1990,262,Djibouti,bothsexes,5_9,7310,82887,8.8%
1990,232,Eritrea,bothsexes,5_9,625,338186,0.2%
1990,231,Ethiopia,bothsexes,5_9,82902,7214499,1.1%
1990,404,Kenya,bothsexes,5_9,21537,3901915,0.6%
1990,450,Madagascar,bothsexes,5_9,1287,1715429,0.1%
1990,454,Malawi,bothsexes,5_9,141449,1336676,10.6%
1990,480,Mauritius,bothsexes,5_9,388,102197,0.4%
1990,175,Mayotte,bothsexes,5_9,903,14936,6.0%
1990,508,Mozambique,bothsexes,5_9,12866,2004801,0.6%
1990,638,Réunion,bothsexes,5_9,5260,60471,8.7%
1990,646,Rwanda,bothsexes,5_9,12284,1207132,1.0%
1990,690,Seychelles,bothsexes,5_9,189,8642,2.2%
1990,706,Somalia,bothsexes,5_9,62658,1004146,6.2%
1990,800,Uganda,bothsexes,5_9,74110,2690935,2.8%
1990,834,United Republic of Tanzania,bothsexes,5_9,44312,3757984,1.2%
1990,894,Zambia,bothsexes,5_9,22319,1240270,1.8%
1990,716,Zimbabwe,bothsexes,5_9,37326,1575889,2.4%
1990,24,Angola,bothsexes,5_9,2352,1822928,0.1%
1990,120,Cameroon,bothsexes,5_9,23521,1806934,1.3%
1990,140,Central African Republic,bothsexes,5_9,7355,405428,1.8%
1990,148,Chad,bothsexes,5_9,7433,912458,0.8%
1990,178,Congo,bothsexes,5_9,7864,347352,2.3%
1990,180,Democratic Republic of the Congo,bothsexes,5_9,53354,5054834,1.1%
1990,226,Equatorial Guinea,bothsexes,5_9,193,62398,0.3%
1990,266,Gabon,bothsexes,5_9,11877,131395,9.0%
1990,678,Sao Tome and Principe,bothsexes,5_9,340,20055,1.7%
1990,72,Botswana,bothsexes,5_9,2748,197428,1.4%
1990,748,Eswatini,bothsexes,5_9,3999,138849,2.9%
1990,426,Lesotho,bothsexes,5_9,665,261947,0.3%
1990,516,Namibia,bothsexes,5_9,9394,208348,4.5%
1990,710,South Africa,bothsexes,5_9,38749,5045787,0.8%
1990,204,Benin,bothsexes,5_9,7916,741917,1.1%
1990,854,Burkina Faso,bothsexes,5_9,77459,1357684,5.7%
1990,132,Cabo Verde,bothsexes,5_9,802,51845,1.5%
1990,384,Côte d'Ivoire,bothsexes,5_9,71884,1770542,4.1%
1990,270,Gambia,bothsexes,5_9,10349,132451,7.8%
1990,288,Ghana,bothsexes,5_9,25354,2135624,1.2%
1990,324,Guinea,bothsexes,5_9,47506,920125,5.2%
1990,624,Guinea-Bissau,bothsexes,5_9,1932,151125,1.3%
1990,430,Liberia,bothsexes,5_9,11101,307140,3.6%
1990,466,Mali,bothsexes,5_9,26428,1275301,2.1%
1990,478,Mauritania,bothsexes,5_9,11331,300122,3.8%
1990,562,Niger,bothsexes,5_9,9692,1239494,0.8%
1990,566,Nigeria,bothsexes,5_9,54494,14056667,0.4%
1990,686,Senegal,bothsexes,5_9,17867,1176177,1.5%
1990,694,Sierra Leone,bothsexes,5_9,30315,617561,4.9%
1990,768,Togo,bothsexes,5_9,12414,576833,2.2%
1990,12,Algeria,bothsexes,5_9,17130,3804362,0.5%
1990,818,Egypt,bothsexes,5_9,18606,7683026,0.2%
1990,434,Libya,bothsexes,5_9,28485,618390,4.6%
1990,504,Morocco,bothsexes,5_9,3606,3402570,0.1%
1990,729,Sudan,bothsexes,5_9,212836,3017118,7.1%
1990,788,Tunisia,bothsexes,5_9,2076,1041134,0.2%
1990,732,Western Sahara,bothsexes,5_9,130,28682,0.5%
1990,51,Armenia,bothsexes,5_9,15605,362707,4.3%
1990,31,Azerbaijan,bothsexes,5_9,12692,785358,1.6%
1990,48,Bahrain,bothsexes,5_9,9441,52997,17.8%
1990,196,Cyprus,bothsexes,5_9,3704,66309,5.6%
1990,268,Georgia,bothsexes,5_9,12443,455241,2.7%
1990,368,Iraq,bothsexes,5_9,5841,2624746,0.2%
1990,376,Israel,bothsexes,5_9,42252,456241,9.3%
1990,400,Jordan,bothsexes,5_9,157160,557617,28.2%
1990,414,Kuwait,bothsexes,5_9,101011,263798,38.3%
1990,422,Lebanon,bothsexes,5_9,61292,342273,17.9%
1990,512,Oman,bothsexes,5_9,13009,278881,4.7%
1990,634,Qatar,bothsexes,5_9,23983,48681,49.3%
1990,682,Saudi Arabia,bothsexes,5_9,390335,2340732,16.7%
1990,275,State of Palestine,bothsexes,5_9,27362,329332,8.3%
1990,760,Syrian Arab Republic,bothsexes,5_9,35805,1986304,1.8%
1990,792,Turkey,bothsexes,5_9,71366,6550456,1.1%
1990,784,United Arab Emirates,bothsexes,5_9,93416,192224,48.6%
1990,887,Yemen,bothsexes,5_9,18729,1967777,1.0%
1990,398,Kazakhstan,bothsexes,5_9,119471,1711487,7.0%
1990,417,Kyrgyzstan,bothsexes,5_9,27073,545090,5.0%
1990,762,Tajikistan,bothsexes,5_9,12400,762287,1.6%
1990,795,Turkmenistan,bothsexes,5_9,8859,483058,1.8%
1990,860,Uzbekistan,bothsexes,5_9,47781,2740277,1.7%
1990,4,Afghanistan,bothsexes,5_9,3795,1958688,0.2%
1990,50,Bangladesh,bothsexes,5_9,38414,14539246,0.3%
1990,64,Bhutan,bothsexes,5_9,678,76033,0.9%
1990,356,India,bothsexes,5_9,59643,111358805,0.1%
1990,364,Iran (Islamic Republic of),bothsexes,5_9,274488,9002565,3.0%
1990,462,Maldives,bothsexes,5_9,520,36510,1.4%
1990,524,Nepal,bothsexes,5_9,17563,2648957,0.7%
1990,586,Pakistan,bothsexes,5_9,56632,15150337,0.4%
1990,144,Sri Lanka,bothsexes,5_9,949,1921785,0.0%
1990,156,China,bothsexes,5_9,18244,105401959,0.0%
1990,344,"China, Hong Kong SAR",bothsexes,5_9,33151,403251,8.2%
1990,446,"China, Macao SAR",bothsexes,5_9,4746,31378,15.1%
1990,408,Dem. People's Republic of Korea,bothsexes,5_9,1573,1890764,0.1%
1990,392,Japan,bothsexes,5_9,60359,7626294,0.8%
1990,496,Mongolia,bothsexes,5_9,349,291198,0.1%
1990,410,Republic of Korea,bothsexes,5_9,3611,3830883,0.1%
1990,96,Brunei Darussalam,bothsexes,5_9,3062,29893,10.2%
1990,116,Cambodia,bothsexes,5_9,4688,1444642,0.3%
1990,360,Indonesia,bothsexes,5_9,35302,22482041,0.2%
1990,418,Lao People's Democratic Republic,bothsexes,5_9,2328,608781,0.4%
1990,458,Malaysia,bothsexes,5_9,43362,2243018,1.9%
1990,104,Myanmar,bothsexes,5_9,7106,5314696,0.1%
1990,608,Philippines,bothsexes,5_9,12752,8396326,0.2%
1990,702,Singapore,bothsexes,5_9,19249,211528,9.1%
1990,764,Thailand,bothsexes,5_9,47595,5688588,0.8%
1990,626,Timor-Leste,bothsexes,5_9,627,92848,0.7%
1990,704,Viet Nam,bothsexes,5_9,2863,8453027,0.0%
1990,28,Antigua and Barbuda,bothsexes,5_9,764,6514,11.7%
1990,533,Aruba,bothsexes,5_9,827,5261,15.7%
1990,44,Bahamas,bothsexes,5_9,540,29222,1.8%
1990,52,Barbados,bothsexes,5_9,1085,20963,5.2%
1990,192,Cuba,bothsexes,5_9,436,779833,0.1%
1990,214,Dominican Republic,bothsexes,5_9,31596,918786,3.4%
1990,308,Grenada,bothsexes,5_9,888,12879,6.9%
1990,312,Guadeloupe,bothsexes,5_9,5486,34272,16.0%
1990,332,Haiti,bothsexes,5_9,1071,1054593,0.1%
1990,388,Jamaica,bothsexes,5_9,1720,286701,0.6%
1990,474,Martinique,bothsexes,5_9,4118,28776,14.3%
1990,630,Puerto Rico,bothsexes,5_9,27534,304308,9.0%
1990,662,Saint Lucia,bothsexes,5_9,542,17105,3.2%
1990,670,Saint Vincent and the Grenadines,bothsexes,5_9,661,13942,4.7%
1990,780,Trinidad and Tobago,bothsexes,5_9,1541,149936,1.0%
1990,850,United States Virgin Islands,bothsexes,5_9,2650,10184,26.0%
1990,84,Belize,bothsexes,5_9,2479,27560,9.0%
1990,188,Costa Rica,bothsexes,5_9,29394,372854,7.9%
1990,222,El Salvador,bothsexes,5_9,9193,702625,1.3%
1990,320,Guatemala,bothsexes,5_9,14601,1429416,1.0%
1990,340,Honduras,bothsexes,5_9,15661,760035,2.1%
1990,484,Mexico,bothsexes,5_9,99772,10880946,0.9%
1990,558,Nicaragua,bothsexes,5_9,9928,655870,1.5%
1990,591,Panama,bothsexes,5_9,2588,293894,0.9%
1990,32,Argentina,bothsexes,5_9,30145,3292062,0.9%
1990,68,Bolivia (Plurinational State of),bothsexes,5_9,7325,892707,0.8%
1990,76,Brazil,bothsexes,5_9,9414,18066941,0.1%
1990,152,Chile,bothsexes,5_9,10001,1306731,0.8%
1990,170,Colombia,bothsexes,5_9,18227,3993588,0.5%
1990,218,Ecuador,bothsexes,5_9,5104,1301844,0.4%
1990,254,French Guiana,bothsexes,5_9,4009,12547,32.0%
1990,328,Guyana,bothsexes,5_9,570,89980,0.6%
1990,600,Paraguay,bothsexes,5_9,16925,591435,2.9%
1990,604,Peru,bothsexes,5_9,3499,2864332,0.1%
1990,740,Suriname,bothsexes,5_9,1368,47218,2.9%
1990,858,Uruguay,bothsexes,5_9,3174,259856,1.2%
1990,862,Venezuela (Bolivarian Republic of),bothsexes,5_9,17447,2464892,0.7%
1990,36,Australia,bothsexes,5_9,92271,1256568,7.3%
1990,554,New Zealand,bothsexes,5_9,18844,253791,7.4%
1990,242,Fiji,bothsexes,5_9,806,95604,0.8%
1990,540,New Caledonia,bothsexes,5_9,1843,17544,10.5%
1990,598,Papua New Guinea,bothsexes,5_9,3070,650862,0.5%
1990,90,Solomon Islands,bothsexes,5_9,220,46080,0.5%
1990,548,Vanuatu,bothsexes,5_9,169,21817,0.8%
1990,316,Guam,bothsexes,5_9,4431,12663,35.0%
1990,296,Kiribati,bothsexes,5_9,245,9641,2.5%
1990,583,Micronesia (Fed. States of),bothsexes,5_9,219,14678,1.5%
1990,258,French Polynesia,bothsexes,5_9,1807,22920,7.9%
1990,882,Samoa,bothsexes,5_9,521,21461,2.4%
1990,776,Tonga,bothsexes,5_9,369,13057,2.8%
1990,112,Belarus,bothsexes,5_9,34514,802633,4.3%
1990,100,Bulgaria,bothsexes,5_9,1121,587881,0.2%
1990,203,Czechia,bothsexes,5_9,1409,690289,0.2%
1990,348,Hungary,bothsexes,5_9,12284,636311,1.9%
1990,616,Poland,bothsexes,5_9,22790,3373892,0.7%
1990,498,Republic of Moldova,bothsexes,5_9,12436,415352,3.0%
1990,642,Romania,bothsexes,5_9,329,1738993,0.0%
1990,643,Russian Federation,bothsexes,5_9,457043,11609598,3.9%
1990,703,Slovakia,bothsexes,5_9,990,447944,0.2%
1990,804,Ukraine,bothsexes,5_9,191414,3765383,5.1%
1990,830,Channel Islands,bothsexes,5_9,964,7333,13.1%
1990,208,Denmark,bothsexes,5_9,12071,267914,4.5%
1990,233,Estonia,bothsexes,5_9,8140,116983,7.0%
1990,246,Finland,bothsexes,5_9,5978,327432,1.8%
1990,352,Iceland,bothsexes,5_9,843,21194,4.0%
1990,372,Ireland,bothsexes,5_9,13686,337955,4.0%
1990,428,Latvia,bothsexes,5_9,3687,194346,1.9%
1990,440,Lithuania,bothsexes,5_9,6843,280875,2.4%
1990,578,Norway,bothsexes,5_9,9422,257589,3.7%
1990,752,Sweden,bothsexes,5_9,21693,485717,4.5%
1990,826,United Kingdom,bothsexes,5_9,106000,3613959,2.9%
1990,8,Albania,bothsexes,5_9,3440,354398,1.0%
1990,70,Bosnia and Herzegovina,bothsexes,5_9,1363,364897,0.4%
1990,191,Croatia,bothsexes,5_9,7643,323846,2.4%
1990,300,Greece,bothsexes,5_9,43052,692639,6.2%
1990,380,Italy,bothsexes,5_9,58239,3020944,1.9%
1990,470,Malta,bothsexes,5_9,1489,28761,5.2%
1990,807,North Macedonia,bothsexes,5_9,2356,178569,1.3%
1990,620,Portugal,bothsexes,5_9,19336,670626,2.9%
1990,688,Serbia,bothsexes,5_9,3572,758241,0.5%
1990,705,Slovenia,bothsexes,5_9,1686,141033,1.2%
1990,724,Spain,bothsexes,5_9,45598,2539728,1.8%
1990,40,Austria,bothsexes,5_9,23419,446210,5.2%
1990,56,Belgium,bothsexes,5_9,62949,598025,10.5%
1990,250,France,bothsexes,5_9,104636,3853204,2.7%
1990,276,Germany,bothsexes,5_9,110951,4249327,2.6%
1990,442,Luxembourg,bothsexes,5_9,3806,21886,17.4%
1990,528,Netherlands,bothsexes,5_9,39107,888736,4.4%
1990,756,Switzerland,bothsexes,5_9,36144,378686,9.5%
1990,124,Canada,bothsexes,5_9,89363,1911868,4.7%
1990,840,United States of America,bothsexes,5_9,577243,18010632,3.2%
1995,108,Burundi,bothsexes,5_9,17951,1018812,1.8%
1995,174,Comoros,bothsexes,5_9,812,72453,1.1%
1995,262,Djibouti,bothsexes,5_9,5822,96225,6.1%
1995,232,Eritrea,bothsexes,5_9,618,379483,0.2%
1995,231,Ethiopia,bothsexes,5_9,56053,8665146,0.6%
1995,404,Kenya,bothsexes,5_9,64077,4386449,1.5%
1995,450,Madagascar,bothsexes,5_9,1207,1973648,0.1%
1995,454,Malawi,bothsexes,5_9,15720,1476683,1.1%
1995,480,Mauritius,bothsexes,5_9,522,97408,0.5%
1995,175,Mayotte,bothsexes,5_9,1706,19566,8.7%
1995,508,Mozambique,bothsexes,5_9,17696,2215653,0.8%
1995,638,Réunion,bothsexes,5_9,4995,67907,7.4%
1995,646,Rwanda,bothsexes,5_9,14489,842516,1.7%
1995,690,Seychelles,bothsexes,5_9,261,8019,3.3%
1995,706,Somalia,bothsexes,5_9,2532,1090106,0.2%
1995,800,Uganda,bothsexes,5_9,89851,3254277,2.8%
1995,834,United Republic of Tanzania,bothsexes,5_9,85381,4408635,1.9%
1995,894,Zambia,bothsexes,5_9,19513,1390556,1.4%
1995,716,Zimbabwe,bothsexes,5_9,25363,1702942,1.5%
1995,24,Angola,bothsexes,5_9,2644,2170268,0.1%
1995,120,Cameroon,bothsexes,5_9,15357,2086770,0.7%
1995,140,Central African Republic,bothsexes,5_9,8194,462158,1.8%
1995,148,Chad,bothsexes,5_9,7451,1090597,0.7%
1995,178,Congo,bothsexes,5_9,13785,383534,3.6%
1995,180,Democratic Republic of the Congo,bothsexes,5_9,128538,6104992,2.1%
1995,226,Equatorial Guinea,bothsexes,5_9,222,68585,0.3%
1995,266,Gabon,bothsexes,5_9,15026,151924,9.9%
1995,678,Sao Tome and Principe,bothsexes,5_9,148,19723,0.8%
1995,72,Botswana,bothsexes,5_9,2756,205962,1.3%
1995,748,Eswatini,bothsexes,5_9,1742,141722,1.2%
1995,426,Lesotho,bothsexes,5_9,568,271562,0.2%
1995,516,Namibia,bothsexes,5_9,9038,236325,3.8%
1995,710,South Africa,bothsexes,5_9,31963,5350217,0.6%
1995,204,Benin,bothsexes,5_9,10902,874423,1.2%
1995,854,Burkina Faso,bothsexes,5_9,102815,1533843,6.7%
1995,132,Cabo Verde,bothsexes,5_9,416,60727,0.7%
1995,384,Côte d'Ivoire,bothsexes,5_9,78903,2046078,3.9%
1995,270,Gambia,bothsexes,5_9,13324,170522,7.8%
1995,288,Ghana,bothsexes,5_9,22521,2458495,0.9%
1995,324,Guinea,bothsexes,5_9,92491,1088685,8.5%
1995,624,Guinea-Bissau,bothsexes,5_9,3638,164117,2.2%
1995,430,Liberia,bothsexes,5_9,24523,290328,8.4%
1995,466,Mali,bothsexes,5_9,28668,1426891,2.0%
1995,478,Mauritania,bothsexes,5_9,9725,341039,2.9%
1995,562,Niger,bothsexes,5_9,12144,1425080,0.9%
1995,566,Nigeria,bothsexes,5_9,52279,15512739,0.3%
1995,686,Senegal,bothsexes,5_9,19382,1303289,1.5%
1995,694,Sierra Leone,bothsexes,5_9,10621,620021,1.7%
1995,768,Togo,bothsexes,5_9,13934,636206,2.2%
1995,12,Algeria,bothsexes,5_9,15898,3917415,0.4%
1995,818,Egypt,bothsexes,5_9,14505,8545541,0.2%
1995,434,Libya,bothsexes,5_9,31367,642260,4.9%
1995,504,Morocco,bothsexes,5_9,3259,3317680,0.1%
1995,729,Sudan,bothsexes,5_9,139723,3442078,4.1%
1995,788,Tunisia,bothsexes,5_9,1933,1071753,0.2%
1995,732,Western Sahara,bothsexes,5_9,154,32174,0.5%
1995,51,Armenia,bothsexes,5_9,33636,340500,9.9%
1995,31,Azerbaijan,bothsexes,5_9,11593,928949,1.2%
1995,48,Bahrain,bothsexes,5_9,3256,57267,5.7%
1995,196,Cyprus,bothsexes,5_9,3464,69533,5.0%
1995,268,Georgia,bothsexes,5_9,3534,361265,1.0%
1995,368,Iraq,bothsexes,5_9,11665,2951092,0.4%
1995,376,Israel,bothsexes,5_9,56500,504379,11.2%
1995,400,Jordan,bothsexes,5_9,204635,605192,33.8%
1995,414,Kuwait,bothsexes,5_9,65156,169458,38.4%
1995,422,Lebanon,bothsexes,5_9,63704,369882,17.2%
1995,512,Oman,bothsexes,5_9,23094,295616,7.8%
1995,634,Qatar,bothsexes,5_9,28907,47953,60.3%
1995,682,Saudi Arabia,bothsexes,5_9,364322,2638712,13.8%
1995,275,State of Palestine,bothsexes,5_9,35828,415566,8.6%
1995,760,Syrian Arab Republic,bothsexes,5_9,45094,2132158,2.1%
1995,792,Turkey,bothsexes,5_9,53003,6433000,0.8%
1995,784,United Arab Emirates,bothsexes,5_9,130419,227188,57.4%
1995,887,Yemen,bothsexes,5_9,14184,2497254,0.6%
1995,398,Kazakhstan,bothsexes,5_9,104779,1706985,6.1%
1995,417,Kyrgyzstan,bothsexes,5_9,17350,599977,2.9%
1995,762,Tajikistan,bothsexes,5_9,8896,893881,1.0%
1995,795,Turkmenistan,bothsexes,5_9,7907,576363,1.4%
1995,860,Uzbekistan,bothsexes,5_9,43721,3159856,1.4%
1995,4,Afghanistan,bothsexes,5_9,4705,2809395,0.2%
1995,50,Bangladesh,bothsexes,5_9,38005,15377794,0.2%
1995,64,Bhutan,bothsexes,5_9,972,78310,1.2%
1995,356,India,bothsexes,5_9,54540,118310803,0.0%
1995,364,Iran (Islamic Republic of),bothsexes,5_9,178791,9204690,1.9%
1995,462,Maldives,bothsexes,5_9,1037,41815,2.5%
1995,524,Nepal,bothsexes,5_9,33059,2972687,1.1%
1995,586,Pakistan,bothsexes,5_9,28785,17879752,0.2%
1995,144,Sri Lanka,bothsexes,5_9,973,1761857,0.1%
1995,156,China,bothsexes,5_9,22770,133387307,0.0%
1995,344,"China, Hong Kong SAR",bothsexes,5_9,49271,376837,13.1%
1995,446,"China, Macao SAR",bothsexes,5_9,4731,36344,13.0%
1995,408,Dem. People's Republic of Korea,bothsexes,5_9,1575,1929617,0.1%
1995,392,Japan,bothsexes,5_9,60223,6771016,0.9%
1995,496,Mongolia,bothsexes,5_9,320,324611,0.1%
1995,410,Republic of Korea,bothsexes,5_9,2631,3110323,0.1%
1995,96,Brunei Darussalam,bothsexes,5_9,2521,32628,7.7%
1995,116,Cambodia,bothsexes,5_9,6397,1726265,0.4%
1995,360,Indonesia,bothsexes,5_9,27642,22020714,0.1%
1995,418,Lao People's Democratic Republic,bothsexes,5_9,1515,718850,0.2%
1995,458,Malaysia,bothsexes,5_9,55058,2451777,2.2%
1995,104,Myanmar,bothsexes,5_9,6272,5123605,0.1%
1995,608,Philippines,bothsexes,5_9,15181,9343857,0.2%
1995,702,Singapore,bothsexes,5_9,27801,241738,11.5%
1995,764,Thailand,bothsexes,5_9,51758,5322001,1.0%
